id,timestamp,sensor,action,event,pattern,activity
203,2008-11-20 02:35:06,BedRight,BedRight,ON,Pat_0,GoToBed
204,2008-11-20 02:36:54,BedRight,BedRight,ON,Pat_0,GoToBed
205,2008-11-20 02:37:35,BedRight,BedRight,ON,Pat_0,GoToBed
206,2008-11-20 02:37:41,BedRight,BedRight,ON,Pat_0,GoToBed
207,2008-11-20 02:37:44,BedRight,BedRight,ON,Pat_0,GoToBed
208,2008-11-20 02:37:47,BedRight,BedRight,ON,Pat_0,GoToBed
209,2008-11-20 02:38:04,BedRight,BedRight,ON,Pat_0,GoToBed
210,2008-11-20 02:38:12,BedRight,BedRight,ON,Pat_0,GoToBed
211,2008-11-20 02:38:21,BedRight,BedRight,ON,Pat_0,GoToBed
212,2008-11-20 02:38:25,BedRight,BedRight,ON,Pat_0,GoToBed
213,2008-11-20 02:38:28,BedRight,BedRight,ON,Pat_0,GoToBed
214,2008-11-20 02:38:37,BedRight,BedRight,ON,Pat_0,GoToBed
215,2008-11-20 02:38:40,BedRight,BedRight,ON,Pat_0,GoToBed
216,2008-11-20 02:38:44,BedRight,BedRight,ON,Pat_0,GoToBed
217,2008-11-20 02:38:46,BedRight,BedRight,ON,Pat_0,GoToBed
218,2008-11-20 02:38:47,BedRight,BedRight,ON,Pat_0,GoToBed
219,2008-11-20 02:38:50,BedRight,BedRight,ON,Pat_0,GoToBed
220,2008-11-20 02:38:53,BedRight,BedRight,ON,Pat_0,GoToBed
221,2008-11-20 02:38:56,BedRight,BedRight,ON,Pat_0,GoToBed
222,2008-11-20 02:38:59,BedRight,BedRight,ON,Pat_0,GoToBed
223,2008-11-20 02:39:01,BedRight,BedRight,ON,Pat_0,GoToBed
224,2008-11-20 02:39:06,BedRight,BedRight,ON,Pat_0,GoToBed
225,2008-11-20 02:39:10,BedRight,BedRight,ON,Pat_0,GoToBed
226,2008-11-20 02:39:13,BedRight,BedRight,ON,Pat_0,GoToBed
227,2008-11-20 02:39:14,BedRight,BedRight,ON,Pat_0,GoToBed
228,2008-11-20 02:39:21,BedRight,BedRight,ON,Pat_0,GoToBed
229,2008-11-20 02:39:23,BedRight,BedRight,ON,Pat_0,GoToBed
230,2008-11-20 02:39:26,BedRight,BedRight,ON,Pat_0,GoToBed
231,2008-11-20 02:39:30,BedRight,BedRight,ON,Pat_0,GoToBed
232,2008-11-20 02:39:34,BedRight,BedRight,ON,Pat_0,GoToBed
233,2008-11-20 02:39:36,BedRight,BedRight,ON,Pat_0,GoToBed
234,2008-11-20 02:39:40,BedRight,BedRight,ON,Pat_0,GoToBed
235,2008-11-20 02:39:43,BedRight,BedRight,ON,Pat_0,GoToBed
236,2008-11-20 02:39:45,BedRight,BedRight,ON,Pat_0,GoToBed
237,2008-11-20 02:39:49,BedRight,BedRight,ON,Pat_0,GoToBed
238,2008-11-20 02:39:51,BedRight,BedRight,ON,Pat_0,GoToBed
239,2008-11-20 02:39:53,BedRight,BedRight,ON,Pat_0,GoToBed
240,2008-11-20 02:39:55,BedRight,BedRight,ON,Pat_0,GoToBed
241,2008-11-20 02:39:56,BedRight,BedRight,ON,Pat_0,GoToBed
242,2008-11-20 02:39:58,BedRight,BedRight,ON,Pat_0,GoToBed
243,2008-11-20 02:40:02,BedRight,BedRight,ON,Pat_0,GoToBed
244,2008-11-20 02:40:05,BedRight,BedRight,ON,Pat_0,GoToBed
245,2008-11-20 02:40:07,BedRight,BedRight,ON,Pat_0,GoToBed
246,2008-11-20 02:40:09,BedRight,BedRight,ON,Pat_0,GoToBed
247,2008-11-20 02:40:14,BedRight,BedRight,ON,Pat_0,GoToBed
248,2008-11-20 02:40:15,BedRight,BedRight,ON,Pat_0,GoToBed
249,2008-11-20 02:40:25,BedRight,BedRight,ON,Pat_0,GoToBed
250,2008-11-20 02:40:29,BedRight,BedRight,ON,Pat_0,GoToBed
251,2008-11-20 02:40:35,BedRight,BedRight,ON,Pat_0,GoToBed
252,2008-11-20 02:40:37,BedRight,BedRight,ON,Pat_0,GoToBed
253,2008-11-20 02:40:42,BedRight,BedRight,ON,Pat_0,GoToBed
254,2008-11-20 02:40:46,BedRight,BedRight,ON,Pat_0,GoToBed
255,2008-11-20 02:40:48,BedRight,BedRight,ON,Pat_0,GoToBed
256,2008-11-20 02:40:59,BedRight,BedRight,ON,Pat_0,GoToBed
257,2008-11-20 02:41:30,BedRight,BedRight,ON,Pat_0,GoToBed
258,2008-11-20 02:41:33,BedRight,BedRight,ON,Pat_0,GoToBed
259,2008-11-20 02:41:38,BedRight,BedRight,ON,Pat_0,GoToBed
260,2008-11-20 02:41:44,BedRight,BedRight,ON,Pat_0,GoToBed
261,2008-11-20 03:16:25,BedRight,BedRight,ON,Pat_0,GoToBed
262,2008-11-20 03:16:26,BedRight,BedRight,ON,Pat_0,GoToBed
263,2008-11-20 03:16:34,BedRight,BedRight,ON,Pat_0,GoToBed
264,2008-11-20 03:16:37,BedRight,BedRight,ON,Pat_0,GoToBed
265,2008-11-20 03:18:07,BedRight,BedRight,ON,Pat_0,GoToBed
266,2008-11-20 03:18:47,BedRight,BedRight,ON,Pat_0,GoToBed
267,2008-11-20 03:38:22,BedRight,BedRight,ON,Pat_0,GoToBed
268,2008-11-20 03:49:05,BedRight,BedRight,ON,Pat_0,GoToBed
269,2008-11-20 05:20:26,BedRight,BedRight,ON,Pat_0,GoToBed
270,2008-11-20 05:20:27,BedRight,BedRight,ON,Pat_0,GoToBed
271,2008-11-20 05:20:32,BedRight,BedRight,ON,Pat_0,GoToBed
272,2008-11-20 05:20:41,BedRight,BedRight,ON,Pat_0,GoToBed
273,2008-11-20 05:20:52,BedRight,BedRight,ON,Pat_0,GoToBed
274,2008-11-20 05:21:01,BedRight,BedRight,ON,Pat_0,GoToBed
275,2008-11-20 05:21:07,BedRight,BedRight,ON,Pat_0,GoToBed
276,2008-11-20 05:21:23,BedRight,BedRight,ON,Pat_0,GoToBed
277,2008-11-20 05:21:28,BedRight,BedRight,ON,Pat_0,GoToBed
278,2008-11-20 05:21:35,BedRight,BedRight,ON,Pat_0,GoToBed
279,2008-11-20 05:21:39,BedRight,BedRight,ON,Pat_0,GoToBed
280,2008-11-20 05:21:43,BedRight,BedRight,ON,Pat_0,GoToBed
281,2008-11-20 05:21:49,BedRight,BedRight,ON,Pat_0,GoToBed
282,2008-11-20 05:22:12,BedRight,BedRight,ON,Pat_0,GoToBed
283,2008-11-20 05:22:15,BedRight,BedRight,ON,Pat_0,GoToBed
284,2008-11-20 05:22:23,BedRight,BedRight,ON,Pat_0,GoToBed
285,2008-11-20 05:22:27,BedRight,BedRight,ON,Pat_0,GoToBed
286,2008-11-20 05:22:32,BedRight,BedRight,ON,Pat_0,GoToBed
287,2008-11-20 05:22:38,BedRight,BedRight,ON,Pat_0,GoToBed
288,2008-11-20 05:23:08,BedRight,BedRight,ON,Pat_0,GoToBed
289,2008-11-20 05:23:11,BedRight,BedRight,ON,Pat_0,GoToBed
290,2008-11-20 05:23:15,BedRight,BedRight,ON,Pat_0,GoToBed
291,2008-11-20 05:23:17,BedRight,BedRight,ON,Pat_0,GoToBed
292,2008-11-20 05:23:19,BedRight,BedRight,ON,Pat_0,GoToBed
293,2008-11-20 05:23:25,BedRight,BedRight,ON,Pat_0,GoToBed
294,2008-11-20 05:23:28,BedRight,BedRight,ON,Pat_0,GoToBed
295,2008-11-20 05:23:30,BedRight,BedRight,ON,Pat_0,GoToBed
296,2008-11-20 05:23:32,BedRight,BedRight,ON,Pat_0,GoToBed
297,2008-11-20 05:23:35,BedRight,BedRight,ON,Pat_0,GoToBed
298,2008-11-20 05:31:30,BedRight,BedRight,ON,Pat_0,GoToBed
299,2008-11-20 05:31:34,BedRight,BedRight,ON,Pat_0,GoToBed
300,2008-11-20 05:45:45,BedRight,BedRight,ON,Pat_0,GoToBed
301,2008-11-20 05:45:48,BedRight,BedRight,ON,Pat_0,GoToBed
302,2008-11-20 06:25:57,BedRight,BedRight,ON,Pat_0,GoToBed
303,2008-11-20 06:28:05,BedRight,BedRight,ON,Pat_0,GoToBed
304,2008-11-20 06:29:42,BedRight,BedRight,ON,Pat_0,GoToBed
305,2008-11-20 06:29:50,BedRight,BedRight,ON,Pat_0,GoToBed
306,2008-11-20 06:30:08,BedRight,BedRight,ON,Pat_0,GoToBed
307,2008-11-20 06:30:25,BedRight,BedRight,ON,Pat_0,GoToBed
308,2008-11-20 06:30:37,BedRight,BedRight,ON,Pat_0,GoToBed
309,2008-11-20 06:30:53,BedRight,BedRight,ON,Pat_0,GoToBed
310,2008-11-20 06:30:56,BedRight,BedRight,ON,Pat_0,GoToBed
311,2008-11-20 06:31:48,BedRight,BedRight,ON,Pat_0,GoToBed
312,2008-11-20 06:47:14,BedRight,BedRight,ON,Pat_0,GoToBed
313,2008-11-20 06:48:34,BedRight,BedRight,ON,Pat_0,GoToBed
314,2008-11-20 06:49:35,BedRight,BedRight,ON,Pat_0,GoToBed
315,2008-11-20 06:49:51,BedRight,BedRight,ON,Pat_0,GoToBed
316,2008-11-20 06:50:07,BedRight,BedRight,ON,Pat_0,GoToBed
317,2008-11-20 06:50:19,BedRight,BedRight,ON,Pat_0,GoToBed
318,2008-11-20 06:51:11,BedRight,BedRight,ON,Pat_0,GoToBed
319,2008-11-20 06:51:16,BedRight,BedRight,ON,Pat_0,GoToBed
320,2008-11-20 06:51:29,BedRight,BedRight,ON,Pat_0,GoToBed
321,2008-11-20 06:51:48,BedRight,BedRight,ON,Pat_0,GoToBed
322,2008-11-20 06:52:07,BedRight,BedRight,ON,Pat_0,GoToBed
323,2008-11-20 06:52:35,BedRight,BedRight,ON,Pat_0,GoToBed
324,2008-11-20 06:52:43,BedRight,BedRight,ON,Pat_0,GoToBed
325,2008-11-20 06:52:46,BedRight,BedRight,ON,Pat_0,GoToBed
326,2008-11-20 06:52:49,BedRight,BedRight,ON,Pat_0,GoToBed
327,2008-11-20 06:52:52,BedRight,BedRight,ON,Pat_0,GoToBed
328,2008-11-20 06:52:54,BedRight,BedRight,ON,Pat_0,GoToBed
329,2008-11-20 06:53:01,BedRight,BedRight,ON,Pat_0,GoToBed
330,2008-11-20 06:53:04,BedRight,BedRight,ON,Pat_0,GoToBed
331,2008-11-20 06:53:11,BedRight,BedRight,ON,Pat_0,GoToBed
332,2008-11-20 06:53:22,BedRight,BedRight,ON,Pat_0,GoToBed
333,2008-11-20 06:55:28,BedRight,BedRight,ON,Pat_0,GoToBed
334,2008-11-20 06:55:46,BedRight,BedRight,ON,Pat_0,GoToBed
335,2008-11-20 06:56:04,BedRight,BedRight,ON,Pat_0,GoToBed
336,2008-11-20 06:56:42,BedRight,BedRight,ON,Pat_0,GoToBed
337,2008-11-20 06:56:45,BedRight,BedRight,ON,Pat_0,GoToBed
338,2008-11-20 06:56:47,BedRight,BedRight,ON,Pat_0,GoToBed
339,2008-11-20 06:56:50,BedRight,BedRight,ON,Pat_0,GoToBed
340,2008-11-20 06:59:54,BedRight,BedRight,ON,Pat_0,GoToBed
341,2008-11-26 07:06:01,BedRight,BedRight,ON,Pat_0,GoToBed
342,2008-11-26 07:18:08,BedRight,BedRight,ON,Pat_0,GoToBed
343,2008-11-26 07:18:11,BedRight,BedRight,ON,Pat_0,GoToBed
344,2008-11-26 07:18:15,BedRight,BedRight,ON,Pat_0,GoToBed
